tick,deer_index,chamois_index,bear_index,broadleaf_index,nontarget_index,biodiversity_index,income_index,human_pop_indexed,emigration_rate,pct_accepted,ecosystem_status,hunt_pressure,predator_damage,agreement_active,run_id,param_simulation-years
9,128.8129412839183,122.9173536023492,102.84144259681977,108.61040167684797,78.28111621010164,117.75173419833918,91.38295524863466,60.13792717419155,9.08,99.06542056074767,1.0,0.0,0.18232564149884095,1.0,4,33.144257221107814
10,131.74583009831406,125.25616954628849,103.13554439619033,109.50946985667215,76.4427362635718,119.60739087673254,90.7359220826918,56.28569725825175,9.2,98.93617021276596,1.0,0.0,0.20289393001820485,1.0,4,33.144257221107814
11,134.60381816415497,127.54183704926297,103.42543186446437,110.39628915471444,74.68968868533321,121.42322587392609,90.08454060472484,54.069316169651096,9.32,98.83720930232558,1.0,0.0,0.223521038897443,1.0,4,33.144257221107814
12,137.38274988537725,129.77204053958516,103.71113717569517,111.27070969752964,73.0161238065596,123.19599630893411,89.42887354708941,53.00632941716602,12.44,100.0,1.0,0.0,0.24420612527033583,1.0,4,33.144257221107814
13,140.0790683897953,131.94476880335768,103.99269325682977,112.13259682113713,71.41671750583916,124.92288128519104,88.76898314823697,49.604694397585185,12.56,100.0,1.0,0.0,0.26494835270547445,1.0,4,33.144257221107814
14,142.6898165300649,134.05831426003533,104.27013374683152,112.98183087180091,69.8866132440465,126.60147526844167,88.1049311420345,48.519384536239784,12.68,100.0,1.0,0.0,0.2857468913568405,1.0,4,33.144257221107814
15,145.2126296486621,136.11126924155664,104.54349295650445,113.81830697652609,68.42137163082963,128.22977772234754,87.43677874768693,46.42864812558765,12.8,100.0,1.0,0.0,0.3066009181062072,1.0,4,33.144257221107814
16,147.6457208605926,138.1025195245342,104.81280582904344,114.64193478522134,67.0169264020764,129.8061792869469,86.76458666025128,45.327458032882255,12.92,100.0,1.0,0.0,0.32750961669750817,1.0,4,33.144257221107814
17,149.98785972840463,140.03123539633145,105.07810790133152,115.45263818651816,65.669545874762,131.32944487239217,86.08841504173131,44.554095323046674,13.04,100.0,1.0,0.0,0.34847217786331675,1.0,4,33.144257221107814
18,155.98834526066247,145.63029784661654,108.75310586771676,118.69065899253744,66.58115407803149,136.18893239923077,85.35711845371556,43.44353246632856,13.16,100.0,2.0,0.0,0.36948779944358284,1.0,4,33.144257221107814
19,161.7296859681235,151.04553878429724,112.42341059983201,121.84654907250317,67.47203423883364,140.86878202289978,84.57076729471808,39.99408346199354,13.28,100.0,2.0,0.0,0.3912384206171264,1.0,4,33.144257221107814
20,167.1871195785128,156.2531706572506,116.08004159152077,124.91331131390835,68.34177447839585,145.35022881636485,83.72956667084527,38.52738721263684,13.4,100.0,2.0,0.0,0.41372310273709273,1.0,4,33.144257221107814
21,172.34208968635573,161.23349275932623,119.71411915096417,127.8848753144886,67.13978099159301,149.37448193220746,82.83385488358081,37.38669081536669,13.52,100.0,2.0,0.0,0.43693911105539673,1.0,4,33.144257221107814
22,177.18218264740648,165.97105736916626,123.31695071683457,130.75612173925666,66.00331400604539,153.18536444761838,81.8841006228283,36.57362426944352,13.64,100.0,2.0,0.0,0.4608819348855899,1.0,4,33.144257221107814
23,181.70083077965586,170.454677737655,126.88011382231359,133.52288796086611,64.92733968328695,156.77558949607285,80.88089891549359,34.75649239079074,13.76,100.0,2.0,0.0,0.48554532502895675,1.0,4,33.144257221107814
24,185.89682812333876,174.67729370747315,130.39553402868776,136.1819562735009,63.90732878586077,160.141595068945,79.82496590506327,34.59694151941136,13.879999999999999,100.0,2.0,0.0,0.5109213477934194,1.0,4,33.144257221107814
25,189.7737111214364,178.63571754681178,133.855556312487,138.73102642886602,62.93919469167872,163.28318133629867,78.71713256037596,34.76992622700842,14.0,94.73684210526315,2.0,0.0,0.5370004545991571,1.0,4,33.144257221107814
26,193.33905702518084,182.3302866852289,137.25300860245267,140.74367920128395,62.019240359871915,166.15249100872836,78.65833743133916,34.27710919147679,14.120000000000001,0.0,2.0,0.0,0.5637715658616544,0.0,4,33.144257221107814
27,196.60374868346327,185.7644514992452,140.58125641448268,142.67222345132825,61.14411277092079,168.80865910956973,78.54961858512192,33.7818280707675,14.24,0.0,2.0,0.0,0.591222167582145,0.0,4,33.144257221107814
28,199.5812470607373,188.94432544375448,143.83424781180497,144.51713375510295,60.310763636740504,171.25895662464566,78.39210486794485,32.61740387778801,14.36,0.0,2.0,0.0,0.6193384188650414,0.0,4,33.144257221107814
29,202.28690381292225,191.87822218386978,147.00654821076876,146.27925233844405,59.51641539372958,173.51218412332258,78.18700664478332,32.11382423051028,14.48,0.0,2.0,0.0,0.6481052684274023,0.0,4,33.144257221107814
30,204.73733682822308,194.5762005498742,150.09336484657422,147.95975213625746,58.75853166587874,175.57825930397698,77.9356061720847,32.27439335166284,14.6,0.0,2.0,0.0,0.677506578069556,0.0,4,33.144257221107814
